ID_Cliente,Nombre_Cliente,Segmento,Pais,Region,Estado,Ciudad,ID_Pedido,Fecha_Pedido,ID_Producto,Nombre_Producto,Categoria,Subcategoria,Cantidad,Descuento,Ventas,Ganancia,Margen_Ganancia
C0014,Isidora Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00217,2024-09-08,P0080,Almacenamiento Plus 10,Muebles,Almacenamiento,8,0.2,5063.1,1928.06,38.080622543501015
C0014,Isidora Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00217,2024-09-08,P0082,Papelería Eco 2,Oficina,Papelería,6,0.0,3545.16,1934.52,54.567917950106626
C0014,Isidora Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00217,2024-09-08,P0104,Etiquetas Nova 4,Oficina,Etiquetas,6,0.3,2541.84,302.94,11.918138041733545
C0014,Isidora Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00217,2024-09-08,P0052,Mesas Nova 2,Muebles,Mesas,2,0.15,840.05,88.93,10.586274626510328
C0052,Jorge Contreras,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00218,2025-01-21,P0102,Etiquetas Pro 2,Oficina,Etiquetas,2,0.1,771.64,214.34,27.77720180395003
C0052,Jorge Contreras,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00218,2025-01-21,P0022,Computadores Pro 2,Tecnología,Computadores,8,0.0,3449.76,1737.12,50.35480729094197
C0052,Jorge Contreras,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00218,2025-01-21,P0032,Periféricos Eco 2,Tecnología,Periféricos,4,0.0,2894.36,868.56,30.008706587984907
C0052,Jorge Contreras,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00218,2025-01-21,P0014,Teléfonos Pro 4,Tecnología,Teléfonos,7,0.0,546.49,294.7,53.92596387857051
C0197,Antonia Contreras,Corporativo,Chile,Centro,Metropolitana,Santiago,ORD-2023-00219,2025-02-23,P0119,Sobres Plus 9,Oficina,Sobres,8,0.0,4961.92,2180.4,43.94266735457242
C0197,Antonia Contreras,Corporativo,Chile,Centro,Metropolitana,Santiago,ORD-2023-00219,2025-02-23,P0112,Sobres Pro 2,Oficina,Sobres,4,0.0,1814.6,909.76,50.13556706712223
C0196,Fernanda Silva,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00220,2024-10-31,P0029,Computadores Eco 9,Tecnología,Computadores,5,0.0,1405.6,408.2,29.04097894137735
C0196,Fernanda Silva,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00220,2024-10-31,P0012,Teléfonos Flex 2,Tecnología,Teléfonos,6,0.05,1929.34,905.04,46.909305772958625
C0294,Fernanda Torres,Consumidor,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00221,2024-01-12,P0076,Almacenamiento Eco 6,Muebles,Almacenamiento,4,0.2,367.17,102.43,27.897159353977724
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00222,2025-03-27,P0002,Accesorios Smart 2,Tecnología,Accesorios,8,0.15,68.41,22.76,33.26998976757785
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00222,2025-03-27,P0108,Etiquetas Flex 8,Oficina,Etiquetas,4,0.3,1374.66,-237.91,-17.306824960353833
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00222,2025-03-27,P0077,Almacenamiento Nova 7,Muebles,Almacenamiento,5,0.0,547.45,279.25,51.00922458672025
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00222,2025-03-27,P0041,Sillas Eco 1,Muebles,Sillas,5,0.0,772.6,269.75,34.914574165156615
C0111,Carlos Flores,Consumidor,Chile,Sur,Biobío,Concepción,ORD-2023-00223,2024-05-21,P0109,Etiquetas Smart 9,Oficina,Etiquetas,4,0.0,3055.16,817.88,26.770447374278273
C0111,Carlos Flores,Consumidor,Chile,Sur,Biobío,Concepción,ORD-2023-00223,2024-05-21,P0110,Etiquetas Nova 10,Oficina,Etiquetas,8,0.2,386.05,114.28,29.602383110995984
C0012,Sofía Soto,Home Office,Chile,Norte,Tarapacá,Iquique,ORD-2023-00224,2024-07-15,P0068,Libreros Pro 8,Muebles,Libreros,5,0.1,2872.93,772.26,26.880571402714303
C0281,Benjamín González,Home Office,Chile,Centro,Maule,Talca,ORD-2023-00225,2024-02-08,P0074,Almacenamiento Smart 4,Muebles,Almacenamiento,3,0.3,866.27,54.92,6.339824765950571
C0281,Benjamín González,Home Office,Chile,Centro,Maule,Talca,ORD-2023-00225,2024-02-08,P0115,Sobres Pro 5,Oficina,Sobres,3,0.05,375.83,119.37,31.761700768964694
C0005,Daniela Rodríguez,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00226,2024-01-06,P0087,Papelería Flex 7,Oficina,Papelería,3,0.0,2221.11,644.4,29.0125207666437
C0005,Daniela Rodríguez,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00226,2024-01-06,P0023,Computadores Pro 3,Tecnología,Computadores,1,0.0,793.37,398.28,50.20104112835121
C0005,Daniela Rodríguez,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00226,2024-01-06,P0076,Almacenamiento Eco 6,Muebles,Almacenamiento,7,0.0,803.18,370.72,46.15652780198711
C0005,Daniela Rodríguez,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00226,2024-01-06,P0032,Periféricos Eco 2,Tecnología,Periféricos,1,0.0,723.59,217.14,30.008706587984907
C0155,Constanza Hernández,Home Office,Chile,Sur,Biobío,Concepción,ORD-2023-00227,2024-12-05,P0100,Archivadores Smart 10,Oficina,Archivadores,8,0.2,336.77,37.86,11.242094010749176
C0189,Camila Sepúlveda,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00228,2023-01-12,P0036,Periféricos Nova 6,Tecnología,Periféricos,2,0.0,1754.4,912.78,52.02804377564979
C0189,Camila Sepúlveda,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00228,2023-01-12,P0039,Periféricos Nova 9,Tecnología,Periféricos,3,0.0,711.33,144.6,20.32811775125469
C0189,Camila Sepúlveda,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00228,2023-01-12,P0052,Mesas Nova 2,Muebles,Mesas,1,0.2,395.32,15.4,3.8955782657087927
C0189,Camila Sepúlveda,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00228,2023-01-12,P0009,Accesorios Flex 9,Tecnología,Accesorios,2,0.05,1639.28,706.67,43.10855985554633
C0093,Valentina Castillo,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00229,2024-09-05,P0074,Almacenamiento Smart 4,Muebles,Almacenamiento,4,0.0,1650.04,607.04,36.78941116578992
C0093,Valentina Castillo,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00229,2024-09-05,P0109,Etiquetas Smart 9,Oficina,Etiquetas,1,0.0,763.79,204.47,26.770447374278273
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00230,2024-07-11,P0085,Papelería Smart 5,Oficina,Papelería,8,0.0,5952.08,1624.16,27.287267644252093
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00230,2024-07-11,P0067,Libreros Pro 7,Muebles,Libreros,6,0.05,984.79,326.71,33.17560088952975
C0187,Carlos Rodríguez,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00230,2024-07-11,P0031,Periféricos Smart 1,Tecnología,Periféricos,1,0.05,220.95,109.58,49.5949309798597
C0069,Constanza Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00231,2024-09-08,P0034,Periféricos Flex 4,Tecnología,Periféricos,7,0.0,2937.76,1007.37,34.29041174227983
C0069,Constanza Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00231,2024-09-08,P0033,Periféricos Nova 3,Tecnología,Periféricos,7,0.0,6183.45,1336.09,21.607516839304918
C0069,Constanza Flores,Corporativo,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00231,2024-09-08,P0081,Papelería Smart 1,Oficina,Papelería,5,0.05,3897.18,1340.54,34.39769269061219
C0215,Sofía Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00232,2025-04-21,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,2,0.2,1246.88,535.6,42.95521621968433
C0215,Sofía Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00232,2025-04-21,P0047,Sillas Plus 7,Muebles,Sillas,6,0.1,3768.28,702.89,18.652807116244013
C0215,Sofía Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00232,2025-04-21,P0036,Periféricos Nova 6,Tecnología,Periféricos,1,0.0,877.2,456.39,52.02804377564979
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00233,2023-04-18,P0013,Teléfonos Nova 3,Tecnología,Teléfonos,6,0.1,1543.64,497.55,32.232256225544816
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00233,2023-04-18,P0115,Sobres Pro 5,Oficina,Sobres,1,0.0,131.87,45.64,34.60984302722378
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00233,2023-04-18,P0024,Computadores Nova 4,Tecnología,Computadores,6,0.2,3875.28,1467.03,37.85610330092277
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00233,2023-04-18,P0034,Periféricos Flex 4,Tecnología,Periféricos,1,0.0,419.68,143.91,34.29041174227983
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00234,2024-08-04,P0091,Archivadores Flex 1,Oficina,Archivadores,8,0.0,4122.32,1304.72,31.650138756816553
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00234,2024-08-04,P0103,Etiquetas Nova 3,Oficina,Etiquetas,8,0.1,3877.92,1167.52,30.106861410240544
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00234,2024-08-04,P0067,Libreros Pro 7,Muebles,Libreros,4,0.1,621.97,182.1,29.277939450455808
C0194,Gabriel Castillo,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00234,2024-08-04,P0040,Periféricos Eco 10,Tecnología,Periféricos,7,0.15,4414.96,1293.31,29.293810136445174
C0040,Fernanda Rojas,Consumidor,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00235,2025-01-17,P0071,Almacenamiento Flex 1,Muebles,Almacenamiento,8,0.0,7108.16,1688.24,23.750731553594743
C0040,Fernanda Rojas,Consumidor,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00235,2025-01-17,P0087,Papelería Flex 7,Oficina,Papelería,3,0.3,1554.78,-21.35,-1.3731846306229822
C0040,Fernanda Rojas,Consumidor,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00235,2025-01-17,P0052,Mesas Nova 2,Muebles,Mesas,1,0.05,469.44,87.68,18.677573278800274
C0218,Andrés Espinoza,Corporativo,Chile,Centro,Maule,Talca,ORD-2023-00236,2024-12-20,P0022,Computadores Pro 2,Tecnología,Computadores,4,0.0,1724.88,868.56,50.35480729094197
C0218,Andrés Espinoza,Corporativo,Chile,Centro,Maule,Talca,ORD-2023-00236,2024-12-20,P0066,Libreros Smart 6,Muebles,Libreros,6,0.0,2159.1,1110.18,51.41864665832987
C0218,Andrés Espinoza,Corporativo,Chile,Centro,Maule,Talca,ORD-2023-00236,2024-12-20,P0048,Sillas Plus 8,Muebles,Sillas,2,0.15,1063.23,62.62,5.88960055679392
C0218,Andrés Espinoza,Corporativo,Chile,Centro,Maule,Talca,ORD-2023-00236,2024-12-20,P0107,Etiquetas Pro 7,Oficina,Etiquetas,2,0.1,139.41,55.73,39.97561150563087
C0136,María Silva,Home Office,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00237,2023-08-07,P0120,Sobres Plus 10,Oficina,Sobres,8,0.3,3955.11,758.5,19.177721984976397
C0236,Fernanda Sepúlveda,Home Office,Chile,Centro,Maule,Talca,ORD-2023-00238,2023-12-03,P0002,Accesorios Smart 2,Tecnología,Accesorios,2,0.2,16.1,4.27,26.521739130434778
C0236,Fernanda Sepúlveda,Home Office,Chile,Centro,Maule,Talca,ORD-2023-00238,2023-12-03,P0068,Libreros Pro 8,Muebles,Libreros,3,0.2,1532.23,344.51,22.484222342598695
C0236,Fernanda Sepúlveda,Home Office,Chile,Centro,Maule,Talca,ORD-2023-00238,2023-12-03,P0001,Accesorios Flex 1,Tecnología,Accesorios,3,0.1,1203.77,586.92,48.756822316555485
C0192,Luis Fuentes,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00239,2023-11-03,P0085,Papelería Smart 5,Oficina,Papelería,8,0.0,5952.08,1624.16,27.287267644252093
C0192,Luis Fuentes,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00239,2023-11-03,P0001,Accesorios Flex 1,Tecnología,Accesorios,6,0.05,2541.29,1299.12,51.120493922377996
C0192,Luis Fuentes,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00239,2023-11-03,P0006,Accesorios Nova 6,Tecnología,Accesorios,3,0.2,2086.27,536.32,25.70712323908219
C0192,Luis Fuentes,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00239,2023-11-03,P0116,Sobres Flex 6,Oficina,Sobres,1,0.0,774.19,289.14,37.34742117568038
C0137,Javiera Díaz,Corporativo,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00240,2023-05-02,P0065,Libreros Pro 5,Muebles,Libreros,7,0.0,3001.53,1511.86,50.369644814477944
C0137,Javiera Díaz,Corporativo,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00240,2023-05-02,P0102,Etiquetas Pro 2,Oficina,Etiquetas,1,0.0,428.69,155.74,36.32928223191584
C0137,Javiera Díaz,Corporativo,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00240,2023-05-02,P0099,Archivadores Eco 9,Oficina,Archivadores,4,0.0,42.28,22.28,52.69631031220435
C0137,Javiera Díaz,Corporativo,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00240,2023-05-02,P0055,Mesas Plus 5,Muebles,Mesas,1,0.2,463.29,125.06,26.99389151503378
C0249,Ignacio Sepúlveda,Home Office,Chile,Norte,Coquimbo,La Serena,ORD-2023-00241,2023-03-26,P0099,Archivadores Eco 9,Oficina,Archivadores,2,0.1,19.03,8.61,45.244351024697835
C0249,Ignacio Sepúlveda,Home Office,Chile,Norte,Coquimbo,La Serena,ORD-2023-00241,2023-03-26,P0086,Papelería Flex 6,Oficina,Papelería,7,0.05,4296.76,1688.69,39.30147366853164
C0249,Ignacio Sepúlveda,Home Office,Chile,Norte,Coquimbo,La Serena,ORD-2023-00241,2023-03-26,P0090,Papelería Plus 10,Oficina,Papelería,3,0.05,2164.26,679.86,31.413046491641484
C0118,Nicolás Díaz,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00242,2023-05-04,P0079,Almacenamiento Nova 9,Muebles,Almacenamiento,4,0.0,195.48,51.88,26.539799467976266
C0209,Benjamín Castillo,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00243,2024-06-21,P0062,Libreros Plus 2,Muebles,Libreros,1,0.2,372.54,131.71,35.35459279540452
C0209,Benjamín Castillo,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00243,2024-06-21,P0015,Teléfonos Plus 5,Tecnología,Teléfonos,5,0.15,2968.62,436.61,14.707507191893878
C0209,Benjamín Castillo,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00243,2024-06-21,P0092,Archivadores Nova 2,Oficina,Archivadores,7,0.05,4098.53,1951.56,47.6160965028925
C0209,Benjamín Castillo,Consumidor,Chile,Norte,Tarapacá,Iquique,ORD-2023-00243,2024-06-21,P0024,Computadores Nova 4,Tecnología,Computadores,1,0.0,807.35,404.48,50.09970892425838
C0109,Martina Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00244,2023-10-20,P0043,Sillas Smart 3,Muebles,Sillas,5,0.0,3523.0,1494.85,42.4311666193585
C0109,Martina Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00244,2023-10-20,P0088,Papelería Eco 8,Oficina,Papelería,3,0.15,1774.39,523.31,29.492388933661708
C0109,Martina Castillo,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00244,2023-10-20,P0096,Archivadores Pro 6,Oficina,Archivadores,6,0.05,4026.99,1635.14,40.604520994589016
C0300,Camila Díaz,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00245,2024-01-29,P0025,Computadores Plus 5,Tecnología,Computadores,8,0.0,6109.68,1952.4,31.955847114742507
C0300,Camila Díaz,Corporativo,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00245,2024-01-29,P0039,Periféricos Nova 9,Tecnología,Periféricos,8,0.05,1802.04,289.48,16.064016337040243
C0023,Ana Espinoza,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00246,2023-05-11,P0081,Papelería Smart 1,Oficina,Papelería,2,0.2,1312.74,353.86,26.955832838185778
C0023,Ana Espinoza,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00246,2023-05-11,P0068,Libreros Pro 8,Muebles,Libreros,1,0.0,638.43,223.31,34.97799288880535
C0023,Ana Espinoza,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00246,2023-05-11,P0038,Periféricos Nova 8,Tecnología,Periféricos,1,0.0,408.92,158.59,38.782646972512964
C0023,Ana Espinoza,Home Office,Chile,Norte,Antofagasta,Antofagasta,ORD-2023-00246,2023-05-11,P0095,Archivadores Plus 5,Oficina,Archivadores,7,0.3,2583.52,511.49,19.798182324890075
C0085,Ana Sepúlveda,Home Office,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00247,2024-03-24,P0027,Computadores Flex 7,Tecnología,Computadores,3,0.0,119.04,62.94,52.87298387096774
C0085,Ana Sepúlveda,Home Office,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00247,2024-03-24,P0076,Almacenamiento Eco 6,Muebles,Almacenamiento,1,0.3,80.32,18.49,23.020418326693225
C0085,Ana Sepúlveda,Home Office,Chile,Sur,Los Ríos,Valdivia,ORD-2023-00247,2024-03-24,P0039,Periféricos Nova 9,Tecnología,Periféricos,4,0.1,853.6,90.06,10.550609184629803
C0088,Benjamín Fuentes,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00248,2023-08-18,P0035,Periféricos Nova 5,Tecnología,Periféricos,1,0.05,726.47,180.23,24.80900794251655
C0088,Benjamín Fuentes,Corporativo,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00248,2023-08-18,P0069,Libreros Smart 9,Muebles,Libreros,2,0.0,1335.72,395.62,29.618482915581108
C0167,Antonia Espinoza,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00249,2023-03-27,P0042,Sillas Flex 2,Muebles,Sillas,1,0.0,556.81,180.1,32.34496506887448
C0167,Antonia Espinoza,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00249,2023-03-27,P0094,Archivadores Pro 4,Oficina,Archivadores,5,0.0,900.2,266.7,29.62674961119751
C0167,Antonia Espinoza,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00249,2023-03-27,P0069,Libreros Smart 9,Muebles,Libreros,2,0.2,1068.58,80.85,7.566115779819949
C0283,Josefa Díaz,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00250,2023-07-31,P0030,Computadores Flex 10,Tecnología,Computadores,7,0.15,4136.44,1999.26,48.33286594269469
C0283,Josefa Díaz,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00250,2023-07-31,P0012,Teléfonos Flex 2,Tecnología,Teléfonos,8,0.0,2707.84,1355.36,50.053178917513584
C0283,Josefa Díaz,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00250,2023-07-31,P0025,Computadores Plus 5,Tecnología,Computadores,8,0.0,6109.68,1952.4,31.955847114742507
C0283,Josefa Díaz,Consumidor,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00250,2023-07-31,P0040,Periféricos Eco 10,Tecnología,Periféricos,3,0.0,2226.03,934.29,41.971132464522036
C0036,Benjamín Soto,Consumidor,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00251,2023-05-27,P0094,Archivadores Pro 4,Oficina,Archivadores,1,0.0,180.04,53.34,29.626749611197518
C0036,Benjamín Soto,Consumidor,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00251,2023-05-27,P0015,Teléfonos Plus 5,Tecnología,Teléfonos,1,0.0,698.5,182.9,26.184681460272014
C0138,Gabriel Muñoz,Corporativo,Chile,Austral,Magallanes,Punta Arenas,ORD-2023-00252,2023-05-27,P0070,Libreros Eco 10,Muebles,Libreros,6,0.0,4600.14,1772.52,38.5318707691505
C0289,Vicente Martínez,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00253,2024-03-30,P0081,Papelería Smart 1,Oficina,Papelería,2,0.0,1640.92,625.3,38.10667186700144
C0289,Vicente Martínez,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00253,2024-03-30,P0070,Libreros Eco 10,Muebles,Libreros,5,0.0,3833.45,1477.1,38.53187076915051
C0289,Vicente Martínez,Corporativo,Chile,Norte,Coquimbo,La Serena,ORD-2023-00253,2024-03-30,P0019,Teléfonos Eco 9,Tecnología,Teléfonos,1,0.05,499.16,107.92,21.62032214119721
C0198,Valentina Contreras,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00254,2023-05-31,P0063,Libreros Smart 3,Muebles,Libreros,3,0.0,748.44,195.93,26.17845117845118
C0183,Catalina González,Consumidor,Chile,Sur,Biobío,Concepción,ORD-2023-00255,2023-03-20,P0023,Computadores Pro 3,Tecnología,Computadores,7,0.15,4720.55,1921.73,40.70987490864412
C0183,Catalina González,Consumidor,Chile,Sur,Biobío,Concepción,ORD-2023-00255,2023-03-20,P0020,Teléfonos Flex 10,Tecnología,Teléfonos,5,0.1,2224.76,1014.4,45.59592944856973
C0139,Antonia Fuentes,Home Office,Chile,Centro,O'Higgins,Rancagua,ORD-2023-00256,2024-05-26,P0111,Sobres Flex 1,Oficina,Sobres,3,0.0,1544.58,645.9,41.81719302334616
C0229,Jorge Pérez,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00257,2025-01-08,P0094,Archivadores Pro 4,Oficina,Archivadores,5,0.0,900.2,266.7,29.62674961119751
C0229,Jorge Pérez,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00257,2025-01-08,P0024,Computadores Nova 4,Tecnología,Computadores,7,0.15,4803.73,2044.91,42.56921184163141
C0229,Jorge Pérez,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00257,2025-01-08,P0062,Libreros Plus 2,Muebles,Libreros,7,0.15,2770.8,1193.26,43.06554063808286
C0229,Jorge Pérez,Corporativo,Chile,Sur,La Araucanía,Temuco,ORD-2023-00257,2025-01-08,P0050,Sillas Nova 10,Muebles,Sillas,7,0.3,1183.99,267.24,22.571136580545446
C0273,Andrés Muñoz,Corporativo,Chile,Norte,Tarapacá,Iquique,ORD-2023-00258,2024-07-03,P0090,Papelería Plus 10,Oficina,Papelería,2,0.05,1442.84,472.4,32.740983061184885
C0273,Andrés Muñoz,Corporativo,Chile,Norte,Tarapacá,Iquique,ORD-2023-00258,2024-07-03,P0109,Etiquetas Smart 9,Oficina,Etiquetas,1,0.15,649.22,87.23,13.43612334801762
C0057,Luis Fuentes,Consumidor,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00259,2023-03-03,P0032,Periféricos Eco 2,Tecnología,Periféricos,4,0.05,2749.64,749.55,27.2599322093074
C0057,Luis Fuentes,Consumidor,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00259,2023-03-03,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,3,0.2,1870.32,678.63,36.284165276530224
C0057,Luis Fuentes,Consumidor,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00259,2023-03-03,P0048,Sillas Plus 8,Muebles,Sillas,1,0.0,625.43,140.66,22.490126792766578
C0057,Luis Fuentes,Consumidor,Chile,Sur,Los Lagos,Puerto Montt,ORD-2023-00259,2023-03-03,P0062,Libreros Plus 2,Muebles,Libreros,3,0.0,1397.04,690.63,49.4352344957911
C0041,Antonia Martínez,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00260,2023-09-08,P0096,Archivadores Pro 6,Oficina,Archivadores,5,0.3,2472.71,527.62,21.337722579679784
C0041,Antonia Martínez,Consumidor,Chile,Centro,Metropolitana,Santiago,ORD-2023-00260,2023-09-08,P0057,Mesas Smart 7,Muebles,Mesas,1,0.1,464.23,146.83,31.628718523145853
C0017,Javiera Araya,Consumidor,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00261,2024-09-10,P0071,Almacenamiento Flex 1,Muebles,Almacenamiento,5,0.1,3998.34,573.69,14.348204504869521
C0017,Javiera Araya,Consumidor,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00261,2024-09-10,P0120,Sobres Plus 10,Oficina,Sobres,3,0.1,1906.93,555.59,29.13531173142171
C0017,Javiera Araya,Consumidor,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00261,2024-09-10,P0017,Teléfonos Plus 7,Tecnología,Teléfonos,4,0.2,818.72,155.45,18.98695524721516
C0017,Javiera Araya,Consumidor,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00261,2024-09-10,P0051,Mesas Smart 1,Muebles,Mesas,3,0.0,284.64,108.78,38.21669477234402
C0245,Paula Espinoza,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00262,2023-11-17,P0083,Papelería Pro 3,Oficina,Papelería,7,0.05,351.72,103.45,29.41260093255999
C0245,Paula Espinoza,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00262,2023-11-17,P0010,Accesorios Nova 10,Tecnología,Accesorios,6,0.15,3458.21,591.0,17.08976609286307
C0245,Paula Espinoza,Consumidor,Chile,Centro,Maule,Talca,ORD-2023-00262,2023-11-17,P0021,Computadores Plus 1,Tecnología,Computadores,2,0.0,1588.8,705.98,44.434793554884195
C0159,Andrés Contreras,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00263,2023-07-12,P0073,Almacenamiento Eco 3,Muebles,Almacenamiento,8,0.0,1398.08,437.76,31.311512932021056
C0159,Andrés Contreras,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00264,2023-01-09,P0093,Archivadores Flex 3,Oficina,Archivadores,6,0.0,3749.22,2000.4,53.35509786035496
C0159,Andrés Contreras,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00264,2023-01-09,P0043,Sillas Smart 3,Muebles,Sillas,7,0.0,4932.2,2092.79,42.4311666193585
C0159,Andrés Contreras,Corporativo,Chile,Centro,Valparaíso,Valparaíso,ORD-2023-00264,2023-01-09,P0004,Accesorios Eco 4,Tecnología,Accesorios,7,0.3,137.79,-2.92,-2.1191668481021844
